REGIONID,PRODUCT,YEARWEEK,QTY
A02,PRODUCT14,201421,1670
A02,PRODUCT62,201421,645
A01,PRODUCT2,201422,280
A01,PRODUCT6,201422,0
A01,PRODUCT58,201422,10369
A01,PRODUCT63,201422,44209
A01,PRODUCT15,201422,4975
A01,PRODUCT4,201422,15412
A01,PRODUCT16,201422,1294
A01,PRODUCT59,201422,512823
A01,PRODUCT34,201422,63609
A01,PRODUCT7,201422,1044
A01,PRODUCT75,201422,24631
A01,PRODUCT8,201422,89
A01,PRODUCT19,201422,2134
A01,PRODUCT20,201422,17
A01,PRODUCT47,201422,13964
A01,PRODUCT60,201422,-1
A01,PRODUCT56,201422,10071
A01,PRODUCT57,201422,9488
A01,PRODUCT12,201422,128496
A01,PRODUCT1,201422,7204
A01,PRODUCT33,201422,12441
A01,PRODUCT14,201422,19391
A01,PRODUCT62,201422,13650
A02,PRODUCT2,201422,1712
A02,PRODUCT6,201422,0
A02,PRODUCT58,201422,1624
A02,PRODUCT63,201422,1260
A02,PRODUCT4,201422,936
A02,PRODUCT16,201422,0
A02,PRODUCT59,201422,32646
A02,PRODUCT34,201422,6225
A02,PRODUCT47,201422,887
A02,PRODUCT60,201422,34
A02,PRODUCT56,201422,118
A02,PRODUCT57,201422,59
A02,PRODUCT12,201422,5682
A02,PRODUCT1,201422,112
A02,PRODUCT33,201422,1535
A02,PRODUCT14,201422,1717
A02,PRODUCT62,201422,730
A01,PRODUCT2,201423,264
A01,PRODUCT6,201423,0
A01,PRODUCT58,201423,13148
A01,PRODUCT63,201423,37195
A01,PRODUCT15,201423,4195
A01,PRODUCT4,201423,13513
A01,PRODUCT16,201423,1254
A01,PRODUCT59,201423,572618
A01,PRODUCT34,201423,72131
A01,PRODUCT7,201423,855
A01,PRODUCT75,201423,27305
A01,PRODUCT8,201423,248
A01,PRODUCT19,201423,2736
A01,PRODUCT20,201423,25
A01,PRODUCT47,201423,5559
A01,PRODUCT60,201423,-1
A01,PRODUCT56,201423,8392
A01,PRODUCT57,201423,8975
A01,PRODUCT12,201423,113654
A01,PRODUCT1,201423,6809
A01,PRODUCT33,201423,7433
A01,PRODUCT14,201423,10713
A01,PRODUCT62,201423,7141
A02,PRODUCT2,201423,2145
A02,PRODUCT6,201423,1
A02,PRODUCT58,201423,1971
A02,PRODUCT63,201423,1473
A02,PRODUCT4,201423,801
A02,PRODUCT16,201423,0
A02,PRODUCT59,201423,36199
A02,PRODUCT34,201423,7256
A02,PRODUCT47,201423,724
A02,PRODUCT60,201423,22
A02,PRODUCT56,201423,141
A02,PRODUCT57,201423,74
A02,PRODUCT12,201423,5212
A02,PRODUCT1,201423,115
A02,PRODUCT33,201423,1253
A02,PRODUCT14,201423,1352
A02,PRODUCT62,201423,608
A01,PRODUCT2,201425,294
A01,PRODUCT6,201425,3
A01,PRODUCT58,201425,12965
A01,PRODUCT63,201425,43687
A01,PRODUCT15,201425,3594
A01,PRODUCT4,201425,12215
A01,PRODUCT16,201425,1100
A01,PRODUCT59,201425,477582
A01,PRODUCT34,201425,71709
A01,PRODUCT7,201425,803
A01,PRODUCT75,201425,35454
A01,PRODUCT8,201425,84
A01,PRODUCT19,201425,4025
A01,PRODUCT20,201425,18
A01,PRODUCT47,201425,8130
A01,PRODUCT60,201425,1
A01,PRODUCT56,201425,5104
A01,PRODUCT57,201425,8281
A01,PRODUCT12,201425,120297
A01,PRODUCT1,201425,6882
A01,PRODUCT33,201425,9173
A01,PRODUCT14,201425,13195
A01,PRODUCT62,201425,9133
A02,PRODUCT2,201425,2542
A02,PRODUCT6,201425,0
A02,PRODUCT58,201425,1962
A02,PRODUCT63,201425,2026
A02,PRODUCT4,201425,944
A02,PRODUCT16,201425,0
A02,PRODUCT59,201425,37781
A02,PRODUCT34,201425,10806
A02,PRODUCT47,201425,991
A02,PRODUCT60,201425,39
A02,PRODUCT56,201425,114
A02,PRODUCT57,201425,57
A02,PRODUCT12,201425,5345
A02,PRODUCT1,201425,131
A02,PRODUCT33,201425,1632
A02,PRODUCT14,201425,1707
A02,PRODUCT62,201425,683
A01,PRODUCT2,201424,301
A01,PRODUCT6,201424,-1
A01,PRODUCT58,201424,16542
A01,PRODUCT63,201424,47995
A01,PRODUCT15,201424,5071
A01,PRODUCT4,201424,18768
A01,PRODUCT16,201424,1438
A01,PRODUCT59,201424,578765
A01,PRODUCT34,201424,82554
A01,PRODUCT7,201424,1189
A01,PRODUCT75,201424,31754
A01,PRODUCT8,201424,82
A01,PRODUCT19,201424,2262
A01,PRODUCT20,201424,34
A01,PRODUCT47,201424,6166
A01,PRODUCT60,201424,-1
A01,PRODUCT56,201424,4537
A01,PRODUCT57,201424,8079
A01,PRODUCT12,201424,131526
A01,PRODUCT1,201424,7893
A01,PRODUCT33,201424,9405
A01,PRODUCT14,201424,12021
A01,PRODUCT62,201424,7706
A02,PRODUCT2,201424,5144
A02,PRODUCT6,201424,0
A02,PRODUCT58,201424,2437
A02,PRODUCT63,201424,1493
A02,PRODUCT4,201424,786
A02,PRODUCT16,201424,0
A02,PRODUCT59,201424,38766
A02,PRODUCT34,201424,8854
A02,PRODUCT47,201424,900
A02,PRODUCT60,201424,35
A02,PRODUCT56,201424,127
A02,PRODUCT57,201424,64
A02,PRODUCT12,201424,6088
A02,PRODUCT1,201424,184
A02,PRODUCT33,201424,1263
A02,PRODUCT14,201424,1498
A02,PRODUCT62,201424,592
A01,PRODUCT2,201447,504
A01,PRODUCT6,201447,0
A01,PRODUCT58,201447,16362
A01,PRODUCT63,201447,72082
A01,PRODUCT15,201447,5213
A01,PRODUCT4,201447,35079
A01,PRODUCT16,201447,1214
A01,PRODUCT59,201447,618136
A01,PRODUCT34,201447,82790
A01,PRODUCT7,201447,1086
A01,PRODUCT75,201447,27651
A01,PRODUCT8,201447,124
A01,PRODUCT19,201447,2595
A01,PRODUCT20,201447,35
A01,PRODUCT47,201447,21830
A01,PRODUCT60,201447,-1
A01,PRODUCT56,201447,4492
A01,PRODUCT57,201447,7309
A01,PRODUCT12,201447,302648
A01,PRODUCT1,201447,10508
A01,PRODUCT33,201447,16701
A01,PRODUCT14,201447,21941
A01,PRODUCT62,201447,11411
A02,PRODUCT2,201447,6340
A02,PRODUCT6,201447,0
A02,PRODUCT58,201447,1146
A02,PRODUCT63,201447,1964
A02,PRODUCT4,201447,1462
A02,PRODUCT16,201447,1
A02,PRODUCT59,201447,39669
A02,PRODUCT34,201447,12855
A02,PRODUCT47,201447,1254
A02,PRODUCT60,201447,6
A02,PRODUCT56,201447,193
A02,PRODUCT57,201447,59
A02,PRODUCT12,201447,6797
A02,PRODUCT1,201447,103
A02,PRODUCT33,201447,1725
A02,PRODUCT14,201447,2026
A02,PRODUCT62,201447,775
A01,PRODUCT59,201429,495895
A01,PRODUCT34,201429,72405
A01,PRODUCT7,201429,1235
A01,PRODUCT75,201429,29714
A01,PRODUCT8,201429,148
A01,PRODUCT19,201429,2618
A01,PRODUCT20,201429,2
A01,PRODUCT47,201429,7189
A01,PRODUCT60,201429,-1
A01,PRODUCT56,201429,4614
A01,PRODUCT57,201429,7945
A01,PRODUCT12,201429,121832
A01,PRODUCT1,201429,6729
A01,PRODUCT33,201429,5092
A01,PRODUCT14,201429,8134
A01,PRODUCT62,201429,6372
A02,PRODUCT2,201429,1565
A02,PRODUCT6,201429,0
A02,PRODUCT58,201429,978
A02,PRODUCT63,201429,2326
A02,PRODUCT4,201429,894
A02,PRODUCT16,201429,0
A02,PRODUCT59,201429,31046
A02,PRODUCT34,201429,14596
A02,PRODUCT47,201429,1467
A02,PRODUCT60,201429,88
A02,PRODUCT56,201429,123
A02,PRODUCT57,201429,52
A02,PRODUCT12,201429,4248
A02,PRODUCT1,201429,91
A02,PRODUCT33,201429,1845
A02,PRODUCT14,201429,2047
A02,PRODUCT62,201429,835
A01,PRODUCT2,201444,402
A01,PRODUCT6,201444,5
A01,PRODUCT58,201444,9657
A01,PRODUCT63,201444,34514
A01,PRODUCT15,201444,4153
A01,PRODUCT4,201444,13539
A01,PRODUCT16,201444,1131
A01,PRODUCT59,201444,589225
A01,PRODUCT34,201444,83792
A01,PRODUCT7,201444,1057
A01,PRODUCT75,201444,27354
A01,PRODUCT8,201444,122
A01,PRODUCT19,201444,2440
A01,PRODUCT20,201444,5
A01,PRODUCT47,201444,3732
A01,PRODUCT60,201444,0
A01,PRODUCT56,201444,3728
A01,PRODUCT57,201444,7158
A01,PRODUCT12,201444,117537
A01,PRODUCT1,201444,5579
A01,PRODUCT33,201444,7517
A01,PRODUCT14,201444,7988
A01,PRODUCT62,201444,4548
A02,PRODUCT2,201444,5370
A02,PRODUCT6,201444,0
A02,PRODUCT58,201444,825
A02,PRODUCT63,201444,1225
A02,PRODUCT4,201444,780
A02,PRODUCT16,201444,0
A02,PRODUCT59,201444,41647
A02,PRODUCT34,201444,13499
A02,PRODUCT47,201444,757
A02,PRODUCT60,201444,2
A02,PRODUCT56,201444,138
A02,PRODUCT57,201444,67
A02,PRODUCT12,201444,5303
A02,PRODUCT1,201444,131
A02,PRODUCT33,201444,1224
A02,PRODUCT14,201444,1511
A02,PRODUCT62,201444,690
A02,PRODUCT34,201435,17168
A02,PRODUCT47,201435,1377
A02,PRODUCT60,201435,28
A02,PRODUCT56,201435,127
A02,PRODUCT57,201435,58
A02,PRODUCT12,201435,6262
A02,PRODUCT1,201435,218
A02,PRODUCT33,201435,1532
A02,PRODUCT14,201435,1891
A02,PRODUCT62,201435,751
A01,PRODUCT47,201512,5333
A01,PRODUCT60,201512,0
A01,PRODUCT56,201512,5151
A01,PRODUCT57,201512,7488
A01,PRODUCT12,201512,151750
A01,PRODUCT1,201512,5147
A01,PRODUCT33,201512,8518
A01,PRODUCT14,201512,13285
A01,PRODUCT62,201512,8208
A02,PRODUCT2,201512,20857
A02,PRODUCT6,201512,0
A02,PRODUCT58,201512,516
A02,PRODUCT63,201512,1593
A02,PRODUCT4,201512,718
A02,PRODUCT16,201512,5
A02,PRODUCT59,201512,54782
A02,PRODUCT34,201512,13195
A02,PRODUCT47,201512,768
A02,PRODUCT60,201512,2
A02,PRODUCT56,201512,251
A02,PRODUCT57,201512,83
A02,PRODUCT12,201512,4703
A02,PRODUCT1,201512,84
A02,PRODUCT33,201512,1278
A02,PRODUCT14,201512,1504
A02,PRODUCT62,201512,535
A01,PRODUCT2,201435,386
A01,PRODUCT6,201435,2
A01,PRODUCT58,201435,11239
A01,PRODUCT63,201435,45456
A01,PRODUCT15,201435,5178
A01,PRODUCT4,201435,22350
A01,PRODUCT16,201435,1071
A01,PRODUCT59,201435,577770
A01,PRODUCT34,201435,95488
A01,PRODUCT7,201435,1475
A01,PRODUCT75,201435,36325
A01,PRODUCT8,201435,817
A01,PRODUCT19,201435,2736
A01,PRODUCT20,201435,91
A01,PRODUCT47,201435,12066
A01,PRODUCT60,201435,1
A01,PRODUCT56,201435,5825
A01,PRODUCT57,201435,7810
A01,PRODUCT12,201435,164607
A01,PRODUCT1,201435,11116
A01,PRODUCT33,201435,12969
A01,PRODUCT14,201435,17869
A01,PRODUCT62,201435,11604
A02,PRODUCT2,201435,3301
A02,PRODUCT6,201435,0
A02,PRODUCT58,201435,2044
A02,PRODUCT63,201435,2537
A02,PRODUCT4,201435,1645
A02,PRODUCT16,201435,0
A02,PRODUCT59,201435,46506
A01,PRODUCT2,201430,349
A01,PRODUCT6,201430,0
A01,PRODUCT58,201430,12793
A01,PRODUCT63,201430,40588
A01,PRODUCT15,201430,5295
A01,PRODUCT4,201430,13491
A01,PRODUCT16,201430,987
A01,PRODUCT59,201430,473060
A01,PRODUCT34,201430,88411
A01,PRODUCT7,201430,1197
A01,PRODUCT75,201430,26406
A01,PRODUCT8,201430,175
A01,PRODUCT19,201430,3066
A01,PRODUCT20,201430,38
A01,PRODUCT47,201430,8752
A01,PRODUCT60,201430,-2
A01,PRODUCT56,201430,4688
A01,PRODUCT57,201430,7876
A01,PRODUCT12,201430,105751
A01,PRODUCT1,201430,5868
A01,PRODUCT33,201430,6461
A01,PRODUCT14,201430,8945
A01,PRODUCT62,201430,6472
A02,PRODUCT2,201430,2189
A02,PRODUCT6,201430,0
A02,PRODUCT58,201430,851
A02,PRODUCT63,201430,2218
A02,PRODUCT4,201430,1022
A02,PRODUCT16,201430,0
A02,PRODUCT59,201430,30489
A02,PRODUCT34,201430,12279
A02,PRODUCT47,201430,1023
A02,PRODUCT60,201430,111
A02,PRODUCT56,201430,174
A02,PRODUCT57,201430,69
A02,PRODUCT12,201430,4073
A02,PRODUCT1,201430,123
A02,PRODUCT33,201430,1587
A02,PRODUCT14,201430,1741
A02,PRODUCT62,201430,689
A01,PRODUCT2,201426,314
A01,PRODUCT6,201426,0
A01,PRODUCT58,201426,10585
A01,PRODUCT63,201426,41719
A01,PRODUCT15,201426,3827
A01,PRODUCT4,201426,12312
A01,PRODUCT16,201426,999
A01,PRODUCT2,201436,359
A01,PRODUCT6,201436,0
A01,PRODUCT58,201436,9895
A01,PRODUCT63,201436,48405
A01,PRODUCT15,201436,5298
A01,PRODUCT4,201436,24198
A01,PRODUCT16,201436,1185
A01,PRODUCT59,201436,520527
A01,PRODUCT34,201436,86259
A01,PRODUCT7,201436,779
A01,PRODUCT75,201436,22152
A01,PRODUCT8,201436,293
A01,PRODUCT19,201436,2552
A01,PRODUCT20,201436,38
A01,PRODUCT47,201436,16726
A01,PRODUCT60,201436,0
A01,PRODUCT56,201436,6847
A01,PRODUCT57,201436,8619
A01,PRODUCT12,201436,154701
A01,PRODUCT1,201436,6818
A01,PRODUCT33,201436,16536
A01,PRODUCT14,201436,24066
A01,PRODUCT62,201436,14795
A02,PRODUCT2,201436,2778
A02,PRODUCT6,201436,0
A02,PRODUCT58,201436,1643
A02,PRODUCT63,201436,3044
A02,PRODUCT4,201436,1218
A02,PRODUCT16,201436,0
A02,PRODUCT59,201436,39618
A02,PRODUCT34,201436,15591
A02,PRODUCT47,201436,1534
A02,PRODUCT60,201436,29
A02,PRODUCT56,201436,186
A02,PRODUCT57,201436,83
A02,PRODUCT12,201436,4799
A02,PRODUCT1,201436,126
A02,PRODUCT33,201436,1740
A02,PRODUCT14,201436,2112
A02,PRODUCT62,201436,912
A01,PRODUCT2,201520,25697
A01,PRODUCT6,201520,63
A01,PRODUCT58,201520,13155
A01,PRODUCT63,201520,39708
A01,PRODUCT15,201520,4935
A01,PRODUCT4,201520,15046
A01,PRODUCT16,201520,1374
A01,PRODUCT59,201520,645626
A01,PRODUCT34,201520,85608
A01,PRODUCT7,201520,2164
A01,PRODUCT59,201426,449742
A01,PRODUCT34,201426,72824
A01,PRODUCT7,201426,1176
A01,PRODUCT75,201426,29031
A01,PRODUCT8,201426,170
A01,PRODUCT19,201426,3403
A01,PRODUCT20,201426,32
A01,PRODUCT47,201426,13149
A01,PRODUCT60,201426,0
A01,PRODUCT56,201426,5326
A01,PRODUCT57,201426,8408
A01,PRODUCT12,201426,126252
A01,PRODUCT1,201426,7918
A01,PRODUCT33,201426,12160
A01,PRODUCT14,201426,16541
A01,PRODUCT62,201426,9989
A02,PRODUCT2,201426,2496
A02,PRODUCT6,201426,2
A02,PRODUCT58,201426,1661
A02,PRODUCT63,201426,1514
A02,PRODUCT4,201426,879
A02,PRODUCT16,201426,0
A02,PRODUCT59,201426,35890
A02,PRODUCT34,201426,11815
A02,PRODUCT47,201426,1293
A02,PRODUCT60,201426,53
A02,PRODUCT56,201426,170
A02,PRODUCT57,201426,53
A02,PRODUCT12,201426,5360
A02,PRODUCT1,201426,54
A02,PRODUCT33,201426,1827
A02,PRODUCT14,201426,1936
A02,PRODUCT62,201426,632
A02,PRODUCT58,201433,1972
A02,PRODUCT63,201433,1585
A02,PRODUCT4,201433,1106
A02,PRODUCT16,201433,0
A01,PRODUCT2,201427,465
A01,PRODUCT6,201427,0
A01,PRODUCT58,201427,10341
A01,PRODUCT63,201427,49359
A01,PRODUCT15,201427,5473
A01,PRODUCT4,201427,16818
A01,PRODUCT16,201427,1498
A01,PRODUCT59,201427,462139
A01,PRODUCT34,201427,71715
A01,PRODUCT7,201427,1196
A01,PRODUCT75,201427,22099
A01,PRODUCT8,201427,105
A01,PRODUCT19,201427,2561
A01,PRODUCT20,201427,-21
A01,PRODUCT47,201427,22440
A01,PRODUCT60,201427,-3
A01,PRODUCT56,201427,6951
A01,PRODUCT57,201427,9333
A01,PRODUCT12,201427,155552
A01,PRODUCT1,201427,7247
A01,PRODUCT33,201427,23128
A01,PRODUCT14,201427,29610
A01,PRODUCT62,201427,14082
A02,PRODUCT2,201427,3089
A02,PRODUCT6,201427,0
A02,PRODUCT58,201427,1117
A02,PRODUCT63,201427,1412
A02,PRODUCT4,201427,1344
A02,PRODUCT16,201427,0
A02,PRODUCT59,201427,30374
A02,PRODUCT34,201427,12130
A02,PRODUCT47,201427,1635
A02,PRODUCT60,201427,63
A02,PRODUCT56,201427,190
A02,PRODUCT57,201427,64
A02,PRODUCT12,201427,4690
A02,PRODUCT1,201427,120
A02,PRODUCT33,201427,1763
A02,PRODUCT14,201427,2072
A02,PRODUCT62,201427,840
A01,PRODUCT2,201437,347
A01,PRODUCT6,201437,1
A01,PRODUCT58,201437,11027
A01,PRODUCT63,201437,36504
A01,PRODUCT15,201437,3530
A01,PRODUCT4,201437,17944
A01,PRODUCT16,201437,1019
A01,PRODUCT59,201437,499818
A01,PRODUCT34,201437,83719
A01,PRODUCT7,201437,1483
A01,PRODUCT75,201437,26273
A01,PRODUCT8,201437,214
A01,PRODUCT19,201437,2835
A01,PRODUCT20,201437,20
A01,PRODUCT47,201437,5031
A01,PRODUCT60,201437,0
A01,PRODUCT56,201437,4341
A01,PRODUCT57,201437,7256
A01,PRODUCT12,201437,114136
A01,PRODUCT1,201437,7434
A01,PRODUCT33,201437,6682
A01,PRODUCT14,201437,8806
A01,PRODUCT62,201437,6205
A02,PRODUCT2,201437,3291
A02,PRODUCT6,201437,0
A02,PRODUCT58,201437,1592
A02,PRODUCT63,201437,3476
A02,PRODUCT4,201437,1984
A02,PRODUCT16,201437,0
A02,PRODUCT59,201437,40714
A02,PRODUCT34,201437,17363
A02,PRODUCT47,201437,1647
A02,PRODUCT60,201437,13
A02,PRODUCT56,201437,198
A02,PRODUCT57,201437,74
A02,PRODUCT12,201437,6440
A02,PRODUCT1,201437,113
A02,PRODUCT33,201437,2057
A02,PRODUCT14,201437,2754
A02,PRODUCT62,201437,1174
A01,PRODUCT2,201432,283
A01,PRODUCT6,201432,0
A01,PRODUCT58,201432,11861
A01,PRODUCT63,201432,39004
A01,PRODUCT15,201432,5462
A01,PRODUCT4,201432,15665
A01,PRODUCT16,201432,926
A01,PRODUCT59,201432,565197
A01,PRODUCT34,201432,90214
A01,PRODUCT7,201432,962
A01,PRODUCT75,201432,25783
A01,PRODUCT8,201432,100
A01,PRODUCT19,201432,2396
A01,PRODUCT2,201433,426
A01,PRODUCT6,201433,0
A01,PRODUCT58,201433,12021
A01,PRODUCT63,201433,43848
A01,PRODUCT15,201433,5059
A01,PRODUCT4,201433,17865
A01,PRODUCT16,201433,1453
A01,PRODUCT59,201433,604090
A01,PRODUCT34,201433,92469
A01,PRODUCT7,201433,937
A01,PRODUCT75,201433,35356
A01,PRODUCT8,201433,98
A01,PRODUCT19,201433,2358
A01,PRODUCT20,201433,48
A01,PRODUCT47,201433,7049
A01,PRODUCT60,201433,0
A01,PRODUCT56,201433,4729
A01,PRODUCT57,201433,7709
A01,PRODUCT12,201433,136721
A01,PRODUCT1,201433,9054
A01,PRODUCT33,201433,8345
A01,PRODUCT14,201433,11954
A01,PRODUCT62,201433,8507
A02,PRODUCT2,201433,2488
A02,PRODUCT6,201433,0
A01,PRODUCT75,201520,28359
A01,PRODUCT8,201520,121
A01,PRODUCT19,201520,4137
A01,PRODUCT20,201520,34
A01,PRODUCT47,201520,6507
A01,PRODUCT60,201520,0
A01,PRODUCT56,201520,5068
A01,PRODUCT57,201520,6708
A01,PRODUCT12,201520,125863
A01,PRODUCT1,201520,4920
A01,PRODUCT33,201520,11746
A01,PRODUCT14,201520,15507
A01,PRODUCT62,201520,10236
A02,PRODUCT2,201520,6005
A02,PRODUCT6,201520,6610
A02,PRODUCT58,201520,411
A02,PRODUCT63,201520,1194
A02,PRODUCT4,201520,1699
A02,PRODUCT16,201520,13
A02,PRODUCT59,201520,53436
A02,PRODUCT34,201520,13221
A02,PRODUCT47,201520,759
A02,PRODUCT60,201520,0
A02,PRODUCT56,201520,211
A02,PRODUCT57,201520,61
A02,PRODUCT12,201520,8758
A02,PRODUCT1,201520,34
A02,PRODUCT33,201520,1194
A02,PRODUCT14,201520,1434
A02,PRODUCT62,201520,591
A01,PRODUCT20,201432,8
A01,PRODUCT47,201432,5648
A01,PRODUCT60,201432,1
A01,PRODUCT56,201432,4748
A01,PRODUCT57,201432,7887
A01,PRODUCT12,201432,117527
A01,PRODUCT1,201432,7174
A01,PRODUCT33,201432,7904
A01,PRODUCT14,201432,11522
A01,PRODUCT62,201432,8030
A02,PRODUCT2,201432,3266
A02,PRODUCT6,201432,0
A02,PRODUCT58,201432,1583
A02,PRODUCT63,201432,1515
A02,PRODUCT4,201432,934
A02,PRODUCT16,201432,0
A02,PRODUCT59,201432,33452
A02,PRODUCT34,201432,12636
A02,PRODUCT47,201432,879
A02,PRODUCT60,201432,25
A02,PRODUCT56,201432,137
A02,PRODUCT57,201432,69
A02,PRODUCT12,201432,4657
A02,PRODUCT1,201432,68
A02,PRODUCT33,201432,1593
A02,PRODUCT14,201432,1816
A02,PRODUCT62,201432,777
A02,PRODUCT59,201433,43070
A02,PRODUCT34,201433,15668
A02,PRODUCT47,201433,937
A02,PRODUCT60,201433,19
A02,PRODUCT56,201433,140
A02,PRODUCT57,201433,70
A02,PRODUCT12,201433,5852
A02,PRODUCT1,201433,98
A02,PRODUCT33,201433,1574
A02,PRODUCT14,201433,1846
A02,PRODUCT62,201433,779
A02,PRODUCT59,201434,43735
A02,PRODUCT34,201434,15921
A02,PRODUCT47,201434,1125
A02,PRODUCT60,201434,38
A02,PRODUCT56,201434,161
A02,PRODUCT57,201434,62
A02,PRODUCT12,201434,5701
A02,PRODUCT1,201434,144
A02,PRODUCT33,201434,1689
A02,PRODUCT14,201434,1817
A02,PRODUCT62,201434,700
A01,PRODUCT2,201434,320
A01,PRODUCT6,201434,2
A01,PRODUCT58,201434,11863
A01,PRODUCT63,201434,40820
A01,PRODUCT15,201434,6408
A01,PRODUCT4,201434,20541
A01,PRODUCT16,201434,937
A01,PRODUCT59,201434,594920
A01,PRODUCT34,201434,100314
A01,PRODUCT7,201434,1028
A01,PRODUCT75,201434,37552
A01,PRODUCT8,201434,293
A01,PRODUCT19,201434,3107
A01,PRODUCT20,201434,34
A01,PRODUCT47,201434,8760
A01,PRODUCT60,201434,-1
A01,PRODUCT56,201434,4697
A01,PRODUCT57,201434,8020
A01,PRODUCT12,201434,141016
A01,PRODUCT1,201434,6319
A01,PRODUCT33,201434,8642
A01,PRODUCT14,201434,13129
A01,PRODUCT62,201434,9879
A02,PRODUCT2,201434,2229
A02,PRODUCT6,201434,0
A02,PRODUCT58,201434,2274
A02,PRODUCT63,201434,2212
A02,PRODUCT4,201434,1518
A02,PRODUCT16,201434,0
A01,PRODUCT2,201515,18199
A01,PRODUCT6,201515,2572
A01,PRODUCT58,201515,12172
A01,PRODUCT63,201515,36359
A01,PRODUCT15,201515,3747
A01,PRODUCT4,201515,11953
A01,PRODUCT16,201515,909
A01,PRODUCT59,201515,810144
A01,PRODUCT34,201515,85948
A01,PRODUCT7,201515,1949
A01,PRODUCT75,201515,24702
A01,PRODUCT8,201515,138
A01,PRODUCT19,201515,4731
A01,PRODUCT20,201515,68
A01,PRODUCT47,201515,5623
A01,PRODUCT60,201515,1
A01,PRODUCT56,201515,4629
A01,PRODUCT57,201515,6697
A01,PRODUCT12,201515,128999
A01,PRODUCT1,201515,4594
A01,PRODUCT33,201515,8416
A01,PRODUCT14,201515,11909
A01,PRODUCT62,201515,7261
A02,PRODUCT2,201515,9312
A02,PRODUCT6,201515,12500
A02,PRODUCT58,201515,532
A02,PRODUCT63,201515,1255
A02,PRODUCT4,201515,682
A02,PRODUCT16,201515,1
A02,PRODUCT59,201515,58487
A02,PRODUCT34,201515,13694
A02,PRODUCT47,201515,586
A02,PRODUCT60,201515,1
A02,PRODUCT56,201515,230
A02,PRODUCT57,201515,68
A02,PRODUCT12,201515,7922
A02,PRODUCT1,201515,43
A02,PRODUCT33,201515,1226
A02,PRODUCT14,201515,1398
A02,PRODUCT62,201515,501
A02,PRODUCT60,201502,1
A02,PRODUCT56,201502,164
A02,PRODUCT57,201502,44
A02,PRODUCT12,201502,3073
A02,PRODUCT1,201502,37
A02,PRODUCT33,201502,1411
A02,PRODUCT14,201502,1415
A02,PRODUCT62,201502,481
A01,PRODUCT2,201541,28577
A01,PRODUCT6,201541,208
A01,PRODUCT58,201541,12595
A01,PRODUCT63,201541,35003
A01,PRODUCT15,201541,4550
A01,PRODUCT4,201541,16385
A01,PRODUCT16,201541,1561
A01,PRODUCT59,201541,624735
A01,PRODUCT34,201541,71532
A01,PRODUCT7,201541,754
A01,PRODUCT75,201541,32135
A01,PRODUCT8,201541,177
A01,PRODUCT19,201541,3698
A01,PRODUCT20,201541,45
A01,PRODUCT47,201541,7532
A01,PRODUCT60,201541,0
A01,PRODUCT56,201541,5129
A01,PRODUCT57,201541,5947
A01,PRODUCT12,201541,127720
A01,PRODUCT1,201541,4545
A01,PRODUCT33,201541,8570
A01,PRODUCT14,201541,15467
A01,PRODUCT62,201541,11997
A02,PRODUCT2,201541,6886
A02,PRODUCT6,201541,0
A02,PRODUCT58,201541,223
A02,PRODUCT63,201541,1977
A02,PRODUCT4,201541,2017
A02,PRODUCT16,201541,2
A02,PRODUCT59,201541,50979
A02,PRODUCT34,201541,12573
A02,PRODUCT47,201541,907
A02,PRODUCT60,201541,0
A02,PRODUCT56,201541,222
A02,PRODUCT57,201541,81
A01,PRODUCT12,201516,140313
A01,PRODUCT1,201516,4394
A01,PRODUCT33,201516,7317
A01,PRODUCT14,201516,12250
A01,PRODUCT62,201516,8815
A02,PRODUCT2,201516,19450
A02,PRODUCT6,201516,11010
A02,PRODUCT58,201516,601
A02,PRODUCT63,201516,1122
A02,PRODUCT4,201516,630
A02,PRODUCT16,201516,6
A02,PRODUCT59,201516,61092
A02,PRODUCT34,201516,12015
A02,PRODUCT47,201516,524
A02,PRODUCT60,201516,2
A02,PRODUCT56,201516,262
A02,PRODUCT57,201516,72
A02,PRODUCT12,201516,8327
A02,PRODUCT1,201516,19
A02,PRODUCT33,201516,1351
A02,PRODUCT14,201516,1495
A02,PRODUCT62,201516,608
A01,PRODUCT2,201517,14935
A01,PRODUCT6,201517,8
A01,PRODUCT58,201517,12231
A01,PRODUCT63,201517,30760
A01,PRODUCT15,201517,4126
A01,PRODUCT4,201517,13689
A01,PRODUCT16,201517,741
A01,PRODUCT59,201517,697502
A01,PRODUCT34,201517,71830
A01,PRODUCT7,201517,2136
A01,PRODUCT75,201517,28167
A01,PRODUCT8,201517,253
A01,PRODUCT19,201517,3522
A01,PRODUCT20,201517,70
A01,PRODUCT47,201517,6469
A01,PRODUCT60,201517,1
A01,PRODUCT56,201517,4632
A01,PRODUCT57,201517,6929
A01,PRODUCT12,201517,127163
A01,PRODUCT1,201517,4316
A01,PRODUCT33,201517,8548
A01,PRODUCT14,201517,12173
A01,PRODUCT62,201517,7527
A02,PRODUCT2,201517,7900
A02,PRODUCT6,201517,350
A02,PRODUCT58,201517,488
A02,PRODUCT63,201517,1676
A02,PRODUCT4,201517,1704
A02,PRODUCT16,201517,7
A02,PRODUCT59,201517,58201
A02,PRODUCT34,201517,12632
A02,PRODUCT47,201517,590
