REGIONID,PRODUCT,YEARWEEK,QTY
A02,PRODUCT2,201415,9423
A02,PRODUCT6,201415,0
A02,PRODUCT58,201415,2073
A02,PRODUCT63,201415,1511
A02,PRODUCT4,201415,1069
A02,PRODUCT16,201415,0
A02,PRODUCT59,201415,33319
A02,PRODUCT34,201415,2202
A02,PRODUCT47,201415,668
A02,PRODUCT60,201415,30
A02,PRODUCT56,201415,124
A02,PRODUCT57,201415,76
A02,PRODUCT12,201415,4281
A02,PRODUCT1,201415,130
A02,PRODUCT33,201415,1512
A02,PRODUCT14,201415,1644
A02,PRODUCT62,201415,510
A01,PRODUCT2,201416,237
A01,PRODUCT6,201416,-1
A01,PRODUCT58,201416,18426
A01,PRODUCT63,201416,35794
A01,PRODUCT15,201416,4758
A01,PRODUCT4,201416,13920
A01,PRODUCT16,201416,1094
A01,PRODUCT59,201416,672704
A01,PRODUCT34,201416,31383
A01,PRODUCT7,201416,1276
A01,PRODUCT75,201416,23757
A01,PRODUCT8,201416,195
A01,PRODUCT19,201416,1989
A01,PRODUCT20,201416,25
A01,PRODUCT47,201416,5707
A01,PRODUCT60,201416,-1
A01,PRODUCT56,201416,4673
A01,PRODUCT57,201416,8906
A01,PRODUCT12,201416,100982
A01,PRODUCT1,201416,6390
A01,PRODUCT33,201416,5860
A01,PRODUCT14,201416,8541
A01,PRODUCT62,201416,6447
A02,PRODUCT2,201416,6961
A02,PRODUCT6,201416,0
A02,PRODUCT58,201416,2316
A02,PRODUCT63,201416,1385
A02,PRODUCT4,201416,956
A02,PRODUCT16,201416,0
A02,PRODUCT59,201416,33420
A02,PRODUCT34,201416,2638
A02,PRODUCT47,201416,608
A02,PRODUCT60,201416,39
A02,PRODUCT56,201416,135
A02,PRODUCT57,201416,58
A02,PRODUCT12,201416,3286
A02,PRODUCT1,201416,41
A02,PRODUCT33,201416,1434
A02,PRODUCT14,201416,1415
A02,PRODUCT62,201416,422
A01,PRODUCT2,201417,247
A01,PRODUCT6,201417,1
A01,PRODUCT58,201417,20213
A01,PRODUCT63,201417,36697
A01,PRODUCT15,201417,3644
A01,PRODUCT4,201417,13662
A01,PRODUCT16,201417,951
A01,PRODUCT59,201417,641723
A01,PRODUCT34,201417,32838
A01,PRODUCT7,201417,1303
A01,PRODUCT75,201417,31537
A01,PRODUCT8,201417,197
A01,PRODUCT19,201417,2289
A01,PRODUCT20,201417,12
A01,PRODUCT47,201417,5560
A01,PRODUCT60,201417,-5
A01,PRODUCT56,201417,4767
A01,PRODUCT57,201417,8221
A01,PRODUCT12,201417,106117
A01,PRODUCT1,201417,6705
A01,PRODUCT33,201417,5590
A01,PRODUCT14,201417,7175
A01,PRODUCT62,201417,4866
A02,PRODUCT2,201417,7153
A02,PRODUCT6,201417,0
A02,PRODUCT58,201417,2709
A02,PRODUCT63,201417,1336
A02,PRODUCT4,201417,1110
A02,PRODUCT16,201417,0
A02,PRODUCT59,201417,35692
A02,PRODUCT34,201417,3281
A02,PRODUCT47,201417,963
A02,PRODUCT60,201417,29
A02,PRODUCT56,201417,139
A02,PRODUCT57,201417,63
A02,PRODUCT12,201417,3345
A02,PRODUCT1,201417,35
A02,PRODUCT33,201417,1679
A02,PRODUCT14,201417,1702
A02,PRODUCT62,201417,509
A02,PRODUCT63,201418,1731
A02,PRODUCT4,201418,1408
A02,PRODUCT16,201418,0
A02,PRODUCT59,201418,34636
A02,PRODUCT34,201418,3601
A02,PRODUCT47,201418,1054
A02,PRODUCT60,201418,36
A02,PRODUCT56,201418,158
A02,PRODUCT57,201418,51
A02,PRODUCT12,201418,5062
A02,PRODUCT1,201418,71
A02,PRODUCT33,201418,1623
A02,PRODUCT14,201418,1762
A02,PRODUCT62,201418,556
A01,PRODUCT2,201419,316
A01,PRODUCT6,201419,0
A01,PRODUCT58,201419,14550
A01,PRODUCT63,201419,40075
A01,PRODUCT15,201419,5222
A01,PRODUCT4,201419,12272
A01,PRODUCT16,201419,1172
A01,PRODUCT59,201419,609570
A01,PRODUCT34,201419,65900
A01,PRODUCT7,201419,1181
A01,PRODUCT75,201419,28956
A01,PRODUCT8,201419,216
A01,PRODUCT19,201419,3046
A01,PRODUCT20,201419,22
A01,PRODUCT47,201419,4140
A01,PRODUCT60,201419,2
A01,PRODUCT56,201419,6801
A01,PRODUCT57,201419,9073
A01,PRODUCT12,201419,115085
A01,PRODUCT1,201419,5640
A01,PRODUCT33,201419,6972
A01,PRODUCT14,201419,8466
A01,PRODUCT62,201419,5831
A02,PRODUCT2,201419,10473
A02,PRODUCT6,201419,0
A02,PRODUCT58,201419,2116
A02,PRODUCT63,201419,1695
A02,PRODUCT4,201419,1059
A02,PRODUCT16,201419,0
A02,PRODUCT59,201419,36108
A02,PRODUCT34,201419,3968
A02,PRODUCT47,201419,786
A02,PRODUCT60,201419,38
A02,PRODUCT56,201419,99
A02,PRODUCT57,201419,86
A02,PRODUCT12,201419,4299
A02,PRODUCT1,201419,50
A02,PRODUCT33,201419,1575
A02,PRODUCT14,201419,1655
A02,PRODUCT62,201419,655
A01,PRODUCT2,201420,280
A01,PRODUCT6,201420,0
A01,PRODUCT58,201420,11754
A01,PRODUCT63,201420,37177
A01,PRODUCT15,201420,3816
A01,PRODUCT4,201420,11964
A01,PRODUCT16,201420,989
A01,PRODUCT59,201420,534299
A01,PRODUCT34,201420,72393
A01,PRODUCT7,201420,1161
A01,PRODUCT75,201420,21386
A01,PRODUCT8,201420,156
A01,PRODUCT19,201420,2668
A01,PRODUCT20,201420,78
A01,PRODUCT47,201420,5747
A01,PRODUCT60,201420,2
A01,PRODUCT56,201420,6672
A01,PRODUCT57,201420,8311
A01,PRODUCT12,201420,114351
A01,PRODUCT1,201420,5765
A01,PRODUCT33,201420,5786
A01,PRODUCT14,201420,8890
A01,PRODUCT62,201420,6615
A02,PRODUCT2,201420,4997
A02,PRODUCT6,201420,0
A02,PRODUCT58,201420,1780
A02,PRODUCT63,201420,1345
A02,PRODUCT4,201420,1011
A02,PRODUCT16,201420,0
A02,PRODUCT59,201420,33057
A02,PRODUCT34,201420,5267
A02,PRODUCT47,201420,708
A02,PRODUCT60,201420,36
A02,PRODUCT56,201420,120
A02,PRODUCT57,201420,67
A02,PRODUCT12,201420,4605
A02,PRODUCT1,201420,19
A02,PRODUCT33,201420,1495
A02,PRODUCT14,201420,1474
A02,PRODUCT62,201420,587
A01,PRODUCT2,201418,297
A01,PRODUCT6,201418,1
A01,PRODUCT58,201418,15005
A01,PRODUCT63,201418,41351
A01,PRODUCT15,201418,3841
A01,PRODUCT4,201418,14287
A01,PRODUCT16,201418,1177
A01,PRODUCT59,201418,633313
A01,PRODUCT34,201418,52392
A01,PRODUCT7,201418,1083
A01,PRODUCT75,201418,29259
A01,PRODUCT8,201418,329
A01,PRODUCT19,201418,2240
A01,PRODUCT20,201418,42
A01,PRODUCT47,201418,3799
A01,PRODUCT60,201418,1
A01,PRODUCT56,201418,7193
A01,PRODUCT57,201418,8861
A01,PRODUCT12,201418,115972
A01,PRODUCT1,201418,5937
A01,PRODUCT33,201418,5517
A01,PRODUCT14,201418,7180
A01,PRODUCT62,201418,4720
A02,PRODUCT2,201418,5341
A02,PRODUCT6,201418,0
A02,PRODUCT58,201418,2515
A01,PRODUCT2,201421,296
A01,PRODUCT6,201421,0
A01,PRODUCT58,201421,10778
A01,PRODUCT63,201421,39229
A01,PRODUCT15,201421,5721
A01,PRODUCT4,201421,13429
A01,PRODUCT16,201421,1159
A01,PRODUCT59,201421,515421
A01,PRODUCT34,201421,64793
A01,PRODUCT7,201421,1557
A01,PRODUCT75,201421,29864
A01,PRODUCT8,201421,145
A01,PRODUCT19,201421,2159
A01,PRODUCT20,201421,6
A01,PRODUCT47,201421,9566
A01,PRODUCT60,201421,-1
A01,PRODUCT56,201421,8705
A01,PRODUCT57,201421,8593
A01,PRODUCT12,201421,117926
A01,PRODUCT1,201421,6277
A01,PRODUCT33,201421,9483
A01,PRODUCT14,201421,14630
A01,PRODUCT62,201421,10531
A02,PRODUCT2,201421,6111
A02,PRODUCT6,201421,0
A02,PRODUCT58,201421,1559
A02,PRODUCT63,201421,1271
A02,PRODUCT4,201421,831
A02,PRODUCT16,201421,0
A02,PRODUCT59,201421,28505
A02,PRODUCT34,201421,5539
A02,PRODUCT47,201421,886
A02,PRODUCT60,201421,24
A02,PRODUCT56,201421,123
A02,PRODUCT57,201421,65
A02,PRODUCT12,201421,4008
A02,PRODUCT1,201421,53
A02,PRODUCT33,201421,1647
